ts_utc,time,pools_gym_current,pools_gym_capacity,finnish_sauna_current,finnish_sauna_capacity
2026-02-13T10:25:28.608314+00:00,11:25,50,220,0,12
2026-02-13T11:06:41.458406+00:00,12:06,64,220,0,12
2026-02-13T11:41:59.336061+00:00,12:41,58,220,0,12
2026-02-13T12:02:09.892767+00:00,13:02,51,220,0,12
2026-02-13T13:22:57.646586+00:00,14:22,55,220,2,12
2026-02-13T14:11:34.118289+00:00,15:11,99,220,6,12
2026-02-13T15:03:15.497295+00:00,16:03,165,220,2,12
2026-02-13T15:55:26.669400+00:00,16:55,179,220,2,12
2026-02-13T16:35:12.565326+00:00,17:35,149,220,5,12
2026-02-13T17:26:55.512666+00:00,18:26,112,220,8,12
2026-02-13T18:02:12.030890+00:00,19:02,104,220,8,12
2026-02-13T19:05:42.669726+00:00,20:05,80,220,4,12
2026-02-13T19:49:08.780575+00:00,20:49,59,220,5,12
2026-02-13T20:20:22.809080+00:00,21:20,42,220,4,12
2026-02-14T05:45:25.600089+00:00,06:45,0,220,0,12
2026-02-14T06:26:27.561145+00:00,07:26,0,220,0,12
2026-02-14T07:08:14.627809+00:00,08:08,38,220,0,12
2026-02-14T07:45:39.092138+00:00,08:45,60,220,0,12
2026-02-14T08:00:04.688069+00:00,09:00,74,220,0,12
2026-02-14T08:38:19.313936+00:00,09:38,90,220,0,12
2026-02-14T09:02:20.946589+00:00,10:02,121,220,0,12
2026-02-14T09:42:44.798236+00:00,10:42,135,220,0,12
2026-02-14T09:59:24.584047+00:00,10:59,127,220,0,12
2026-02-14T10:30:19.246214+00:00,11:30,145,220,4,12
2026-02-14T10:54:58.898297+00:00,11:54,127,220,7,12
2026-02-14T11:16:09.004878+00:00,12:16,125,220,9,12
2026-02-14T11:38:16.223482+00:00,12:38,122,220,7,12
2026-02-14T11:52:45.475481+00:00,12:52,115,220,3,12
2026-02-14T12:28:37.821079+00:00,13:28,109,220,2,12
2026-02-14T13:25:57.064421+00:00,14:25,139,220,0,12
2026-02-14T13:58:08.064153+00:00,14:58,158,220,1,12
2026-02-14T14:26:36.217557+00:00,15:26,155,220,2,12
2026-02-14T14:51:52.953274+00:00,15:51,165,220,2,12
2026-02-14T15:17:46.146834+00:00,16:17,161,220,3,12
2026-02-14T15:44:25.211965+00:00,16:44,156,220,3,12
2026-02-14T15:59:22.325498+00:00,16:59,139,220,4,12
2026-02-14T16:34:04.849491+00:00,17:34,142,220,4,12
2026-02-14T16:59:47.426829+00:00,17:59,139,220,7,12
2026-02-14T17:29:08.210504+00:00,18:29,122,220,6,12
2026-02-14T17:50:40.928504+00:00,18:50,111,220,6,12
2026-02-14T18:22:20.238969+00:00,19:22,110,220,5,12
2026-02-14T18:58:07.056184+00:00,19:58,86,220,2,12
2026-02-14T19:22:59.755218+00:00,20:22,105,220,5,12
2026-02-14T19:42:51.127903+00:00,20:42,89,220,5,12
2026-02-14T19:55:53.142764+00:00,20:55,67,220,4,12
2026-02-14T20:18:27.285825+00:00,21:18,51,220,2,12
2026-02-14T20:45:16.603818+00:00,21:45,14,220,0,12
2026-02-15T05:21:16.363098+00:00,06:21,0,220,0,12
2026-02-15T06:11:36.870230+00:00,07:11,0,220,0,12
2026-02-15T07:08:22.020396+00:00,08:08,16,220,0,12
2026-02-15T07:47:41.122393+00:00,08:47,37,220,0,12
2026-02-15T08:02:18.426932+00:00,09:02,51,220,0,12
2026-02-15T08:48:23.906459+00:00,09:48,82,220,0,12
2026-02-15T09:16:00.518298+00:00,10:16,111,220,0,12
2026-02-15T09:48:04.757168+00:00,10:48,138,220,0,12
2026-02-15T10:00:53.971692+00:00,11:00,151,220,1,12
2026-02-15T10:41:29.027033+00:00,11:41,161,220,4,12
2026-02-15T11:01:34.868153+00:00,12:01,132,220,3,12
2026-02-15T11:33:01.025106+00:00,12:33,127,220,0,12
2026-02-15T11:50:09.118058+00:00,12:50,112,220,0,12
2026-02-15T12:56:14.712160+00:00,13:56,100,220,3,12
2026-02-15T13:40:58.107666+00:00,14:40,113,220,1,12
2026-02-15T14:14:18.964864+00:00,15:14,116,220,2,12
2026-02-15T14:47:29.423889+00:00,15:47,159,220,5,12
2026-02-15T15:02:23.519812+00:00,16:02,170,220,7,12
2026-02-15T15:36:05.638262+00:00,16:36,165,220,7,12
2026-02-15T15:52:53.449498+00:00,16:52,170,220,7,12
2026-02-15T16:19:02.005673+00:00,17:19,172,220,6,12
2026-02-15T16:51:30.367731+00:00,17:51,154,220,7,12
2026-02-15T17:18:58.223493+00:00,18:18,167,220,5,12
2026-02-15T17:45:54.569814+00:00,18:45,140,220,9,12
2026-02-15T17:59:23.943000+00:00,18:59,121,220,6,12
2026-02-15T18:40:02.869229+00:00,19:40,95,220,5,12
2026-02-15T19:05:11.589504+00:00,20:05,83,220,4,12
2026-02-15T19:35:42.323246+00:00,20:35,77,220,12,12
2026-02-15T19:51:03.415700+00:00,20:51,58,220,11,12
2026-02-15T20:16:25.286801+00:00,21:16,52,220,4,12
2026-02-15T20:45:04.912487+00:00,21:45,17,220,0,12
2026-02-16T05:43:02.208308+00:00,06:43,18,220,0,12
2026-02-16T06:45:52.318464+00:00,07:45,32,220,0,12
2026-02-16T07:41:52.882956+00:00,08:41,32,220,0,12
2026-02-16T08:28:46.253875+00:00,09:28,56,220,0,12
2026-02-16T09:13:14.430061+00:00,10:13,87,220,0,12
2026-02-16T10:12:26.681790+00:00,11:12,134,220,0,12
2026-02-16T11:08:52.187380+00:00,12:08,113,220,0,12
2026-02-16T11:52:10.442273+00:00,12:52,78,220,0,12
2026-02-16T12:41:42.062295+00:00,13:41,72,220,0,12
2026-02-16T13:54:08.454328+00:00,14:54,95,220,1,12
2026-02-16T14:36:44.141599+00:00,15:36,88,220,6,12
2026-02-16T15:24:00.861137+00:00,16:24,98,220,6,12
2026-02-16T16:01:54.164370+00:00,17:01,88,220,2,12
2026-02-16T16:58:41.476262+00:00,17:58,77,220,2,12
2026-02-16T17:38:21.036314+00:00,18:38,69,220,12,12
2026-02-16T18:05:54.038612+00:00,19:05,75,220,12,12
2026-02-16T19:00:11.153393+00:00,20:00,59,220,1,12
2026-02-16T19:35:05.291184+00:00,20:35,63,220,6,12
2026-02-16T19:55:39.734531+00:00,20:55,44,220,8,12
2026-02-16T20:21:36.539387+00:00,21:21,32,220,8,12
2026-02-16T20:53:44.405542+00:00,21:53,2,220,0,12
2026-02-17T05:13:08.065705+00:00,06:13,5,220,0,12
2026-02-17T06:11:44.058053+00:00,07:11,12,220,0,12
2026-02-17T07:16:50.485388+00:00,08:16,29,220,0,12
